"field_0";"date";"open";"high";"low";"close";"volume";"market_cap";"unit_volume";"rolling20_d";"date_2";"bitfinex_shorts";"bitfinex_longs";"bitfinex_volume";"total__crypto__cap";"bitcoin_dominance"
199;2004;4200.73;4301.52;4110.98;4139.88;5262697895;72050500000.0;1271.22;1300.66;"2004";33982.6;27718.2;24479.0;134000000000.0;53.65
198;2003;4147.32;4155.98;3840.45;3894.13;5089570994;67779100000.0;1306.99;1330.6;"2003";36040.5;26374.6;36856.0;126000000000.0;53.69
197;2002;3886.29;4075.63;3832.75;3956.89;5028069239;68878300000.0;1270.71;1329.66;"2002";34537.2;26661.6;33692.0;128000000000.0;53.9
196;2001;3958.89;3969.54;3753.99;3753.99;5302481574;65352500000.0;1412.49;1338.04;"2001";36137.2;26960.1;28430.0;121000000000.0;54.2
195;2000;3754.07;3874.97;3521.1;3521.1;5878333109;61304000000.0;1669.46;1374.16;"2000";38574.2;27804.2;58288.0;112000000000.0;54.95
194;1999;3512.59;3512.59;3280.23;3419.94;6835615448;59547600000.0;1998.75;1435.37;"1999";42244.3;28121.2;74094.0;109000000000.0;54.44
193;1998;3421.91;3506.04;3350.65;3476.11;5305024497;60531300000.0;1526.14;1474.69;"1998";38622.1;27075.9;39087.0;111000000000.0;54.71
192;1997;3473.23;3685.31;3469.09;3614.23;4947372847;62942200000.0;1368.86;1470.88;"1997";37718.0;27371.5;25081.0;115000000000.0;54.87
191;1996;3612.05;3647.33;3470.14;3502.66;5020968740;61004400000.0;1433.47;1447.89;"1996";36015.6;26835.5;22610.0;111000000000.0;55.02
190;1995;3497.55;3513.18;3392.25;3424.59;4696765188;59650200000.0;1371.48;1449.97;"1995";37476.5;28678.0;24048.0;108000000000.0;55.05
189;1994;3421.46;3534.23;3413.48;3486.95;4139364829;60741600000.0;1187.1;1457.0;"1994";36438.7;29612.9;20931.0;110000000000.0;55.02
188;1993;3487.88;3489.74;3298.13;3313.68;4343372456;57728700000.0;1310.74;1466.51;"1993";36324.9;28749.0;22249.0;105000000000.0;54.82
